msme_id,loan_id,observation_month,stress_12m
MSME031,LN-MSME031-001,14,0
MSME031,LN-MSME031-001,15,0
MSME031,LN-MSME031-001,16,0
MSME031,LN-MSME031-001,17,0
MSME031,LN-MSME031-001,18,0
MSME031,LN-MSME031-001,19,0
MSME031,LN-MSME031-001,20,0
MSME031,LN-MSME031-001,21,0
MSME031,LN-MSME031-001,22,0
MSME031,LN-MSME031-001,23,0
MSME032,LN-MSME032-001,0,0
MSME032,LN-MSME032-001,1,0
MSME032,LN-MSME032-001,2,0
MSME032,LN-MSME032-001,3,0
MSME032,LN-MSME032-001,4,0
MSME032,LN-MSME032-001,5,0
MSME032,LN-MSME032-001,6,0
MSME032,LN-MSME032-001,7,0
MSME032,LN-MSME032-001,8,0
MSME032,LN-MSME032-001,9,0
MSME032,LN-MSME032-001,10,0
MSME032,LN-MSME032-001,11,0
MSME032,LN-MSME032-001,12,0
MSME032,LN-MSME032-001,13,0
MSME032,LN-MSME032-001,14,0
MSME032,LN-MSME032-001,15,0
MSME032,LN-MSME032-001,16,0
MSME032,LN-MSME032-001,17,0
MSME032,LN-MSME032-001,18,0
MSME032,LN-MSME032-001,19,0
MSME032,LN-MSME032-001,20,0
MSME032,LN-MSME032-001,21,0
MSME032,LN-MSME032-001,22,0
MSME032,LN-MSME032-001,23,0
MSME033,LN-MSME033-001,0,0
MSME033,LN-MSME033-001,1,0
MSME033,LN-MSME033-001,2,0
MSME033,LN-MSME033-001,3,0
MSME033,LN-MSME033-001,4,0
MSME033,LN-MSME033-001,5,0
MSME033,LN-MSME033-001,6,0
MSME033,LN-MSME033-001,7,0
MSME033,LN-MSME033-001,8,0
MSME033,LN-MSME033-001,9,0
MSME033,LN-MSME033-001,10,0
MSME033,LN-MSME033-001,11,0
MSME033,LN-MSME033-001,12,0
MSME033,LN-MSME033-001,13,0
MSME033,LN-MSME033-001,14,0
MSME033,LN-MSME033-001,15,0
MSME033,LN-MSME033-001,16,0
MSME033,LN-MSME033-001,17,0
MSME033,LN-MSME033-001,18,0
MSME033,LN-MSME033-001,19,0
MSME033,LN-MSME033-001,20,0
MSME033,LN-MSME033-001,21,0
MSME033,LN-MSME033-001,22,0
MSME033,LN-MSME033-001,23,0
MSME034,LN-MSME034-001,0,0
MSME034,LN-MSME034-001,1,0
MSME034,LN-MSME034-001,2,0
MSME034,LN-MSME034-001,3,0
MSME034,LN-MSME034-001,4,0
MSME034,LN-MSME034-001,5,0
MSME034,LN-MSME034-001,6,0
MSME034,LN-MSME034-001,7,0
MSME034,LN-MSME034-001,8,0
MSME034,LN-MSME034-001,9,0
MSME034,LN-MSME034-001,10,0
MSME034,LN-MSME034-001,11,0
MSME034,LN-MSME034-001,12,0
MSME034,LN-MSME034-001,13,0
MSME034,LN-MSME034-001,14,0
MSME034,LN-MSME034-001,15,0
MSME034,LN-MSME034-001,16,0
MSME034,LN-MSME034-001,17,0
MSME034,LN-MSME034-001,18,0
MSME034,LN-MSME034-001,19,0
MSME034,LN-MSME034-001,20,0
MSME034,LN-MSME034-001,21,0
MSME034,LN-MSME034-001,22,0
MSME034,LN-MSME034-001,23,0
MSME035,LN-MSME035-001,0,0
MSME035,LN-MSME035-001,1,0
MSME035,LN-MSME035-001,2,0
MSME035,LN-MSME035-001,3,0
MSME035,LN-MSME035-001,4,0
MSME035,LN-MSME035-001,5,0
MSME035,LN-MSME035-001,6,0
MSME035,LN-MSME035-001,7,0
MSME035,LN-MSME035-001,8,0
MSME035,LN-MSME035-001,9,0
MSME035,LN-MSME035-001,10,0
MSME035,LN-MSME035-001,11,0
MSME035,LN-MSME035-001,12,0
MSME035,LN-MSME035-001,13,0
MSME035,LN-MSME035-001,14,0
MSME035,LN-MSME035-001,15,0
MSME035,LN-MSME035-001,16,0
MSME035,LN-MSME035-001,17,0
MSME035,LN-MSME035-001,18,0
MSME035,LN-MSME035-001,19,0
MSME035,LN-MSME035-001,20,0
MSME035,LN-MSME035-001,21,0
MSME035,LN-MSME035-001,22,0
MSME035,LN-MSME035-001,23,0
MSME036,LN-MSME036-001,0,0
MSME036,LN-MSME036-001,1,0
MSME036,LN-MSME036-001,2,1
MSME036,LN-MSME036-001,3,1
MSME036,LN-MSME036-001,4,1
MSME036,LN-MSME036-001,5,1
MSME036,LN-MSME036-001,6,1
MSME036,LN-MSME036-001,7,1
MSME036,LN-MSME036-001,8,1
MSME036,LN-MSME036-001,9,1
MSME036,LN-MSME036-001,10,1
MSME036,LN-MSME036-001,11,1
MSME036,LN-MSME036-001,12,1
MSME036,LN-MSME036-001,13,1
MSME036,LN-MSME036-001,14,1
MSME036,LN-MSME036-001,15,1
MSME036,LN-MSME036-001,16,1
MSME036,LN-MSME036-001,17,1
MSME036,LN-MSME036-001,18,1
MSME036,LN-MSME036-001,19,1
MSME036,LN-MSME036-001,20,1
MSME036,LN-MSME036-001,21,1
MSME036,LN-MSME036-001,22,1
MSME036,LN-MSME036-001,23,0
MSME037,LN-MSME037-001,0,0
MSME037,LN-MSME037-001,1,0
MSME037,LN-MSME037-001,2,0
MSME037,LN-MSME037-001,3,0
MSME037,LN-MSME037-001,4,0
MSME037,LN-MSME037-001,5,0
MSME037,LN-MSME037-001,6,0
MSME037,LN-MSME037-001,7,0
MSME037,LN-MSME037-001,8,0
MSME037,LN-MSME037-001,9,0
MSME037,LN-MSME037-001,10,0
MSME037,LN-MSME037-001,11,0
MSME037,LN-MSME037-001,12,0
MSME037,LN-MSME037-001,13,0
MSME037,LN-MSME037-001,14,0
MSME037,LN-MSME037-001,15,0
MSME037,LN-MSME037-001,16,0
MSME037,LN-MSME037-001,17,0
MSME037,LN-MSME037-001,18,0
MSME037,LN-MSME037-001,19,0
MSME037,LN-MSME037-001,20,0
MSME037,LN-MSME037-001,21,0
MSME037,LN-MSME037-001,22,0
MSME037,LN-MSME037-001,23,0
MSME038,LN-MSME038-001,0,0
MSME038,LN-MSME038-001,1,0
MSME038,LN-MSME038-001,2,0
MSME038,LN-MSME038-001,3,0
MSME038,LN-MSME038-001,4,0
MSME038,LN-MSME038-001,5,0
MSME038,LN-MSME038-001,6,0
MSME038,LN-MSME038-001,7,0
MSME038,LN-MSME038-001,8,0
MSME038,LN-MSME038-001,9,0
MSME038,LN-MSME038-001,10,0
MSME038,LN-MSME038-001,11,0
MSME038,LN-MSME038-001,12,0
MSME038,LN-MSME038-001,13,0
MSME038,LN-MSME038-001,14,0
MSME038,LN-MSME038-001,15,0
MSME038,LN-MSME038-001,16,0
MSME038,LN-MSME038-001,17,0
MSME038,LN-MSME038-001,18,0
MSME038,LN-MSME038-001,19,0
MSME038,LN-MSME038-001,20,0
MSME038,LN-MSME038-001,21,0
MSME038,LN-MSME038-001,22,0
MSME038,LN-MSME038-001,23,0
MSME039,LN-MSME039-001,0,0
MSME039,LN-MSME039-001,1,0
MSME039,LN-MSME039-001,2,0
MSME039,LN-MSME039-001,3,0
MSME039,LN-MSME039-001,4,0
MSME039,LN-MSME039-001,5,0
MSME039,LN-MSME039-001,6,0
MSME039,LN-MSME039-001,7,0
MSME039,LN-MSME039-001,8,0
MSME039,LN-MSME039-001,9,0
MSME039,LN-MSME039-001,10,0
MSME039,LN-MSME039-001,11,0
MSME039,LN-MSME039-001,12,0
MSME039,LN-MSME039-001,13,0
MSME039,LN-MSME039-001,14,0
MSME039,LN-MSME039-001,15,0
MSME039,LN-MSME039-001,16,0
MSME039,LN-MSME039-001,17,0
MSME039,LN-MSME039-001,18,0
MSME039,LN-MSME039-001,19,0
MSME039,LN-MSME039-001,20,0
MSME039,LN-MSME039-001,21,0
MSME039,LN-MSME039-001,22,0
MSME039,LN-MSME039-001,23,0
MSME040,LN-MSME040-001,0,0
MSME040,LN-MSME040-001,1,0
MSME040,LN-MSME040-001,2,1
MSME040,LN-MSME040-001,3,1
MSME040,LN-MSME040-001,4,1
MSME040,LN-MSME040-001,5,1
MSME040,LN-MSME040-001,6,1
MSME040,LN-MSME040-001,7,1
MSME040,LN-MSME040-001,8,1
MSME040,LN-MSME040-001,9,1
MSME040,LN-MSME040-001,10,1
MSME040,LN-MSME040-001,11,1
MSME040,LN-MSME040-001,12,1
MSME040,LN-MSME040-001,13,1
MSME040,LN-MSME040-001,14,1
MSME040,LN-MSME040-001,15,1
MSME040,LN-MSME040-001,16,1
MSME040,LN-MSME040-001,17,1
MSME040,LN-MSME040-001,18,1
MSME040,LN-MSME040-001,19,1
MSME040,LN-MSME040-001,20,1
MSME040,LN-MSME040-001,21,1
MSME040,LN-MSME040-001,22,1
MSME040,LN-MSME040-001,23,0
MSME041,LN-MSME041-001,0,0
MSME041,LN-MSME041-001,1,0
MSME041,LN-MSME041-001,2,1
MSME041,LN-MSME041-001,3,1
MSME041,LN-MSME041-001,4,1
MSME041,LN-MSME041-001,5,1
MSME041,LN-MSME041-001,6,1
MSME041,LN-MSME041-001,7,1
MSME041,LN-MSME041-001,8,1
MSME041,LN-MSME041-001,9,1
MSME041,LN-MSME041-001,10,1
MSME041,LN-MSME041-001,11,1
MSME041,LN-MSME041-001,12,1
MSME041,LN-MSME041-001,13,1
MSME041,LN-MSME041-001,14,1
MSME041,LN-MSME041-001,15,1
MSME041,LN-MSME041-001,16,1
MSME041,LN-MSME041-001,17,1
MSME041,LN-MSME041-001,18,1
MSME041,LN-MSME041-001,19,1
MSME041,LN-MSME041-001,20,1
MSME041,LN-MSME041-001,21,1
MSME041,LN-MSME041-001,22,1
MSME041,LN-MSME041-001,23,0
MSME042,LN-MSME042-001,0,0
MSME042,LN-MSME042-001,1,0
MSME042,LN-MSME042-001,2,1
MSME042,LN-MSME042-001,3,1
MSME042,LN-MSME042-001,4,1
MSME042,LN-MSME042-001,5,1
MSME042,LN-MSME042-001,6,1
MSME042,LN-MSME042-001,7,1
MSME042,LN-MSME042-001,8,1
MSME042,LN-MSME042-001,9,1
MSME042,LN-MSME042-001,10,1
MSME042,LN-MSME042-001,11,1
MSME042,LN-MSME042-001,12,1
MSME042,LN-MSME042-001,13,1
MSME042,LN-MSME042-001,14,1
MSME042,LN-MSME042-001,15,1
MSME042,LN-MSME042-001,16,1
MSME042,LN-MSME042-001,17,1
MSME042,LN-MSME042-001,18,1
MSME042,LN-MSME042-001,19,1
MSME042,LN-MSME042-001,20,1
MSME042,LN-MSME042-001,21,1
MSME042,LN-MSME042-001,22,1
MSME042,LN-MSME042-001,23,0
MSME043,LN-MSME043-001,0,0
MSME043,LN-MSME043-001,1,0
MSME043,LN-MSME043-001,2,1
MSME043,LN-MSME043-001,3,1
MSME043,LN-MSME043-001,4,1
MSME043,LN-MSME043-001,5,1
MSME043,LN-MSME043-001,6,1
MSME043,LN-MSME043-001,7,1
MSME043,LN-MSME043-001,8,1
MSME043,LN-MSME043-001,9,1
MSME043,LN-MSME043-001,10,1
MSME043,LN-MSME043-001,11,1
MSME043,LN-MSME043-001,12,1
MSME043,LN-MSME043-001,13,1
MSME043,LN-MSME043-001,14,1
MSME043,LN-MSME043-001,15,1
MSME043,LN-MSME043-001,16,1
MSME043,LN-MSME043-001,17,1
MSME043,LN-MSME043-001,18,1
MSME043,LN-MSME043-001,19,1
MSME043,LN-MSME043-001,20,1
MSME043,LN-MSME043-001,21,1
MSME043,LN-MSME043-001,22,1
MSME043,LN-MSME043-001,23,0
MSME044,LN-MSME044-001,0,0
MSME044,LN-MSME044-001,1,0
MSME044,LN-MSME044-001,2,1
MSME044,LN-MSME044-001,3,1
MSME044,LN-MSME044-001,4,1
MSME044,LN-MSME044-001,5,1
MSME044,LN-MSME044-001,6,1
MSME044,LN-MSME044-001,7,1
MSME044,LN-MSME044-001,8,1
MSME044,LN-MSME044-001,9,1
MSME044,LN-MSME044-001,10,1
MSME044,LN-MSME044-001,11,1
MSME044,LN-MSME044-001,12,1
MSME044,LN-MSME044-001,13,1
MSME044,LN-MSME044-001,14,1
MSME044,LN-MSME044-001,15,1
MSME044,LN-MSME044-001,16,1
MSME044,LN-MSME044-001,17,1
MSME044,LN-MSME044-001,18,1
MSME044,LN-MSME044-001,19,1
MSME044,LN-MSME044-001,20,1
MSME044,LN-MSME044-001,21,1
MSME044,LN-MSME044-001,22,1
MSME044,LN-MSME044-001,23,0
MSME045,LN-MSME045-001,0,0
MSME045,LN-MSME045-001,1,0
MSME045,LN-MSME045-001,2,0
MSME045,LN-MSME045-001,3,0
MSME045,LN-MSME045-001,4,0
MSME045,LN-MSME045-001,5,0
MSME045,LN-MSME045-001,6,0
MSME045,LN-MSME045-001,7,0
MSME045,LN-MSME045-001,8,0
MSME045,LN-MSME045-001,9,0
MSME045,LN-MSME045-001,10,0
MSME045,LN-MSME045-001,11,0
MSME045,LN-MSME045-001,12,0
MSME045,LN-MSME045-001,13,0
MSME045,LN-MSME045-001,14,0
MSME045,LN-MSME045-001,15,0
MSME045,LN-MSME045-001,16,0
MSME045,LN-MSME045-001,17,0
MSME045,LN-MSME045-001,18,0
MSME045,LN-MSME045-001,19,0
MSME045,LN-MSME045-001,20,0
MSME045,LN-MSME045-001,21,0
MSME045,LN-MSME045-001,22,0
MSME045,LN-MSME045-001,23,0
MSME046,LN-MSME046-001,0,0
MSME046,LN-MSME046-001,1,0
MSME046,LN-MSME046-001,2,0
MSME046,LN-MSME046-001,3,0
MSME046,LN-MSME046-001,4,0
MSME046,LN-MSME046-001,5,0
MSME046,LN-MSME046-001,6,0
MSME046,LN-MSME046-001,7,0
MSME046,LN-MSME046-001,8,0
MSME046,LN-MSME046-001,9,0
MSME046,LN-MSME046-001,10,0
MSME046,LN-MSME046-001,11,0
MSME046,LN-MSME046-001,12,0
MSME046,LN-MSME046-001,13,0
MSME046,LN-MSME046-001,14,0
MSME046,LN-MSME046-001,15,0
MSME046,LN-MSME046-001,16,0
MSME046,LN-MSME046-001,17,0
MSME046,LN-MSME046-001,18,0
MSME046,LN-MSME046-001,19,0
MSME046,LN-MSME046-001,20,0
MSME046,LN-MSME046-001,21,0
MSME046,LN-MSME046-001,22,0
MSME046,LN-MSME046-001,23,0
MSME047,LN-MSME047-001,0,0
MSME047,LN-MSME047-001,1,0
MSME047,LN-MSME047-001,2,0
MSME047,LN-MSME047-001,3,0
MSME047,LN-MSME047-001,4,0
MSME047,LN-MSME047-001,5,0
MSME047,LN-MSME047-001,6,0
MSME047,LN-MSME047-001,7,0
MSME047,LN-MSME047-001,8,0
MSME047,LN-MSME047-001,9,0
MSME047,LN-MSME047-001,10,0
MSME047,LN-MSME047-001,11,0
MSME047,LN-MSME047-001,12,0
MSME047,LN-MSME047-001,13,0
MSME047,LN-MSME047-001,14,0
MSME047,LN-MSME047-001,15,0
MSME047,LN-MSME047-001,16,0
MSME047,LN-MSME047-001,17,0
MSME047,LN-MSME047-001,18,0
MSME047,LN-MSME047-001,19,0
MSME047,LN-MSME047-001,20,0
MSME047,LN-MSME047-001,21,0
MSME047,LN-MSME047-001,22,0
MSME047,LN-MSME047-001,23,0
MSME048,LN-MSME048-001,0,0
MSME048,LN-MSME048-001,1,0
MSME048,LN-MSME048-001,2,1
MSME048,LN-MSME048-001,3,1
MSME048,LN-MSME048-001,4,1
MSME048,LN-MSME048-001,5,1
MSME048,LN-MSME048-001,6,1
MSME048,LN-MSME048-001,7,1
MSME048,LN-MSME048-001,8,1
MSME048,LN-MSME048-001,9,1
MSME048,LN-MSME048-001,10,1
MSME048,LN-MSME048-001,11,1
MSME048,LN-MSME048-001,12,1
MSME048,LN-MSME048-001,13,1
MSME048,LN-MSME048-001,14,1
MSME048,LN-MSME048-001,15,1
MSME048,LN-MSME048-001,16,1
MSME048,LN-MSME048-001,17,1
MSME048,LN-MSME048-001,18,1
MSME048,LN-MSME048-001,19,1
MSME048,LN-MSME048-001,20,1
MSME048,LN-MSME048-001,21,1
MSME048,LN-MSME048-001,22,1
MSME048,LN-MSME048-001,23,0
MSME049,LN-MSME049-001,0,0
MSME049,LN-MSME049-001,1,0
MSME049,LN-MSME049-001,2,0
MSME049,LN-MSME049-001,3,0
MSME049,LN-MSME049-001,4,0
MSME049,LN-MSME049-001,5,0
MSME049,LN-MSME049-001,6,0
MSME049,LN-MSME049-001,7,0
MSME049,LN-MSME049-001,8,0
MSME049,LN-MSME049-001,9,0
MSME049,LN-MSME049-001,10,0
MSME049,LN-MSME049-001,11,0
MSME049,LN-MSME049-001,12,0
MSME049,LN-MSME049-001,13,0
MSME049,LN-MSME049-001,14,0
MSME049,LN-MSME049-001,15,0
MSME049,LN-MSME049-001,16,0
MSME049,LN-MSME049-001,17,0
MSME049,LN-MSME049-001,18,0
MSME049,LN-MSME049-001,19,0
MSME049,LN-MSME049-001,20,0
MSME049,LN-MSME049-001,21,0
MSME049,LN-MSME049-001,22,0
MSME049,LN-MSME049-001,23,0
MSME050,LN-MSME050-001,0,0
MSME050,LN-MSME050-001,1,0
MSME050,LN-MSME050-001,2,0
MSME050,LN-MSME050-001,3,0
MSME050,LN-MSME050-001,4,0
MSME050,LN-MSME050-001,5,0
MSME050,LN-MSME050-001,6,0
MSME050,LN-MSME050-001,7,0
MSME050,LN-MSME050-001,8,0
MSME050,LN-MSME050-001,9,0
MSME050,LN-MSME050-001,10,0
MSME050,LN-MSME050-001,11,0
MSME050,LN-MSME050-001,12,0
MSME050,LN-MSME050-001,13,0
MSME050,LN-MSME050-001,14,0
MSME050,LN-MSME050-001,15,0
MSME050,LN-MSME050-001,16,0
MSME050,LN-MSME050-001,17,0
MSME050,LN-MSME050-001,18,0
MSME050,LN-MSME050-001,19,0
MSME050,LN-MSME050-001,20,0
MSME050,LN-MSME050-001,21,0
MSME050,LN-MSME050-001,22,0
MSME050,LN-MSME050-001,23,0
MSME051,LN-MSME051-001,0,0
MSME051,LN-MSME051-001,1,0
MSME051,LN-MSME051-001,2,0
MSME051,LN-MSME051-001,3,0
MSME051,LN-MSME051-001,4,0
MSME051,LN-MSME051-001,5,0
MSME051,LN-MSME051-001,6,0
MSME051,LN-MSME051-001,7,0
MSME051,LN-MSME051-001,8,0
MSME051,LN-MSME051-001,9,0
MSME051,LN-MSME051-001,10,0
MSME051,LN-MSME051-001,11,0
MSME051,LN-MSME051-001,12,0
MSME051,LN-MSME051-001,13,0
MSME051,LN-MSME051-001,14,0
MSME051,LN-MSME051-001,15,0
MSME051,LN-MSME051-001,16,0
MSME051,LN-MSME051-001,17,0
MSME051,LN-MSME051-001,18,0
MSME051,LN-MSME051-001,19,0
MSME051,LN-MSME051-001,20,0
MSME051,LN-MSME051-001,21,0
MSME051,LN-MSME051-001,22,0
MSME051,LN-MSME051-001,23,0
MSME052,LN-MSME052-001,0,0
MSME052,LN-MSME052-001,1,0
MSME052,LN-MSME052-001,2,1
MSME052,LN-MSME052-001,3,1
MSME052,LN-MSME052-001,4,1
MSME052,LN-MSME052-001,5,1
MSME052,LN-MSME052-001,6,1
MSME052,LN-MSME052-001,7,1
MSME052,LN-MSME052-001,8,1
MSME052,LN-MSME052-001,9,1
MSME052,LN-MSME052-001,10,1
MSME052,LN-MSME052-001,11,1
MSME052,LN-MSME052-001,12,1
MSME052,LN-MSME052-001,13,1
MSME052,LN-MSME052-001,14,1
MSME052,LN-MSME052-001,15,1
MSME052,LN-MSME052-001,16,1
MSME052,LN-MSME052-001,17,1
MSME052,LN-MSME052-001,18,1
MSME052,LN-MSME052-001,19,1
MSME052,LN-MSME052-001,20,1
MSME052,LN-MSME052-001,21,1
MSME052,LN-MSME052-001,22,1
MSME052,LN-MSME052-001,23,0
MSME053,LN-MSME053-001,0,0
MSME053,LN-MSME053-001,1,0
MSME053,LN-MSME053-001,2,0
MSME053,LN-MSME053-001,3,0
MSME053,LN-MSME053-001,4,0
MSME053,LN-MSME053-001,5,0
MSME053,LN-MSME053-001,6,0
MSME053,LN-MSME053-001,7,0
MSME053,LN-MSME053-001,8,0
MSME053,LN-MSME053-001,9,0
MSME053,LN-MSME053-001,10,0
MSME053,LN-MSME053-001,11,0
MSME053,LN-MSME053-001,12,0
MSME053,LN-MSME053-001,13,0
MSME053,LN-MSME053-001,14,0
MSME053,LN-MSME053-001,15,0
MSME053,LN-MSME053-001,16,0
MSME053,LN-MSME053-001,17,0
MSME053,LN-MSME053-001,18,0
MSME053,LN-MSME053-001,19,0
MSME053,LN-MSME053-001,20,0
MSME053,LN-MSME053-001,21,0
MSME053,LN-MSME053-001,22,0
MSME053,LN-MSME053-001,23,0
MSME054,LN-MSME054-001,0,0
MSME054,LN-MSME054-001,1,0
MSME054,LN-MSME054-001,2,0
MSME054,LN-MSME054-001,3,0
MSME054,LN-MSME054-001,4,0
MSME054,LN-MSME054-001,5,0
MSME054,LN-MSME054-001,6,0
MSME054,LN-MSME054-001,7,0
MSME054,LN-MSME054-001,8,0
MSME054,LN-MSME054-001,9,0
MSME054,LN-MSME054-001,10,0
MSME054,LN-MSME054-001,11,0
MSME054,LN-MSME054-001,12,0
MSME054,LN-MSME054-001,13,0
MSME054,LN-MSME054-001,14,0
MSME054,LN-MSME054-001,15,0
MSME054,LN-MSME054-001,16,0
MSME054,LN-MSME054-001,17,0
MSME054,LN-MSME054-001,18,0
MSME054,LN-MSME054-001,19,0
MSME054,LN-MSME054-001,20,0
MSME054,LN-MSME054-001,21,0
MSME054,LN-MSME054-001,22,0
MSME054,LN-MSME054-001,23,0
MSME055,LN-MSME055-001,0,0
MSME055,LN-MSME055-001,1,0
MSME055,LN-MSME055-001,2,0
MSME055,LN-MSME055-001,3,0
MSME055,LN-MSME055-001,4,0
MSME055,LN-MSME055-001,5,0
MSME055,LN-MSME055-001,6,0
MSME055,LN-MSME055-001,7,0
MSME055,LN-MSME055-001,8,0
MSME055,LN-MSME055-001,9,0
MSME055,LN-MSME055-001,10,0
MSME055,LN-MSME055-001,11,0
MSME055,LN-MSME055-001,12,0
MSME055,LN-MSME055-001,13,0
MSME055,LN-MSME055-001,14,0
MSME055,LN-MSME055-001,15,0
MSME055,LN-MSME055-001,16,0
MSME055,LN-MSME055-001,17,0
MSME055,LN-MSME055-001,18,0
MSME055,LN-MSME055-001,19,0
MSME055,LN-MSME055-001,20,0
MSME055,LN-MSME055-001,21,0
MSME055,LN-MSME055-001,22,0
MSME055,LN-MSME055-001,23,0
MSME056,LN-MSME056-001,0,0
MSME056,LN-MSME056-001,1,0
MSME056,LN-MSME056-001,2,1
MSME056,LN-MSME056-001,3,1
MSME056,LN-MSME056-001,4,1
MSME056,LN-MSME056-001,5,1
MSME056,LN-MSME056-001,6,1
MSME056,LN-MSME056-001,7,1
MSME056,LN-MSME056-001,8,1
MSME056,LN-MSME056-001,9,1
MSME056,LN-MSME056-001,10,1
MSME056,LN-MSME056-001,11,1
MSME056,LN-MSME056-001,12,1
MSME056,LN-MSME056-001,13,1
MSME056,LN-MSME056-001,14,1
MSME056,LN-MSME056-001,15,1
MSME056,LN-MSME056-001,16,1
MSME056,LN-MSME056-001,17,1
MSME056,LN-MSME056-001,18,1
MSME056,LN-MSME056-001,19,1
MSME056,LN-MSME056-001,20,1
MSME056,LN-MSME056-001,21,1
MSME056,LN-MSME056-001,22,1
MSME056,LN-MSME056-001,23,0
MSME057,LN-MSME057-001,0,0
MSME057,LN-MSME057-001,1,0
MSME057,LN-MSME057-001,2,0
MSME057,LN-MSME057-001,3,0
MSME057,LN-MSME057-001,4,0
MSME057,LN-MSME057-001,5,0
MSME057,LN-MSME057-001,6,0
MSME057,LN-MSME057-001,7,0
MSME057,LN-MSME057-001,8,0
MSME057,LN-MSME057-001,9,0
MSME057,LN-MSME057-001,10,0
MSME057,LN-MSME057-001,11,0
MSME057,LN-MSME057-001,12,0
MSME057,LN-MSME057-001,13,0
MSME057,LN-MSME057-001,14,0
MSME057,LN-MSME057-001,15,0
MSME057,LN-MSME057-001,16,0
MSME057,LN-MSME057-001,17,0
MSME057,LN-MSME057-001,18,0
MSME057,LN-MSME057-001,19,0
MSME057,LN-MSME057-001,20,0
MSME057,LN-MSME057-001,21,0
MSME057,LN-MSME057-001,22,0
MSME057,LN-MSME057-001,23,0
MSME058,LN-MSME058-001,0,0
MSME058,LN-MSME058-001,1,0
MSME058,LN-MSME058-001,2,0
MSME058,LN-MSME058-001,3,0
MSME058,LN-MSME058-001,4,0
MSME058,LN-MSME058-001,5,0
MSME058,LN-MSME058-001,6,0
MSME058,LN-MSME058-001,7,0
MSME058,LN-MSME058-001,8,0
MSME058,LN-MSME058-001,9,0
MSME058,LN-MSME058-001,10,0
MSME058,LN-MSME058-001,11,0
MSME058,LN-MSME058-001,12,0
MSME058,LN-MSME058-001,13,0
MSME058,LN-MSME058-001,14,0
MSME058,LN-MSME058-001,15,0
MSME058,LN-MSME058-001,16,0
MSME058,LN-MSME058-001,17,0
MSME058,LN-MSME058-001,18,0
MSME058,LN-MSME058-001,19,0
MSME058,LN-MSME058-001,20,0
MSME058,LN-MSME058-001,21,0
MSME058,LN-MSME058-001,22,0
MSME058,LN-MSME058-001,23,0
MSME059,LN-MSME059-001,0,0
MSME059,LN-MSME059-001,1,0
MSME059,LN-MSME059-001,2,1
MSME059,LN-MSME059-001,3,1
MSME059,LN-MSME059-001,4,1
MSME059,LN-MSME059-001,5,1
MSME059,LN-MSME059-001,6,1
MSME059,LN-MSME059-001,7,1
MSME059,LN-MSME059-001,8,1
MSME059,LN-MSME059-001,9,1
MSME059,LN-MSME059-001,10,1
MSME059,LN-MSME059-001,11,1
MSME059,LN-MSME059-001,12,1
MSME059,LN-MSME059-001,13,1
MSME059,LN-MSME059-001,14,1
MSME059,LN-MSME059-001,15,1
MSME059,LN-MSME059-001,16,1
MSME059,LN-MSME059-001,17,1
MSME059,LN-MSME059-001,18,1
MSME059,LN-MSME059-001,19,1
MSME059,LN-MSME059-001,20,1
MSME059,LN-MSME059-001,21,1
MSME059,LN-MSME059-001,22,1
MSME059,LN-MSME059-001,23,0
MSME060,LN-MSME060-001,0,0
MSME060,LN-MSME060-001,1,0
MSME060,LN-MSME060-001,2,1
MSME060,LN-MSME060-001,3,1
MSME060,LN-MSME060-001,4,1
MSME060,LN-MSME060-001,5,1
MSME060,LN-MSME060-001,6,1
MSME060,LN-MSME060-001,7,1
MSME060,LN-MSME060-001,8,1
MSME060,LN-MSME060-001,9,1
MSME060,LN-MSME060-001,10,1
MSME060,LN-MSME060-001,11,1
MSME060,LN-MSME060-001,12,1
MSME060,LN-MSME060-001,13,1
MSME060,LN-MSME060-001,14,1
MSME060,LN-MSME060-001,15,1
MSME060,LN-MSME060-001,16,1
MSME060,LN-MSME060-001,17,1
MSME060,LN-MSME060-001,18,1
MSME060,LN-MSME060-001,19,1
MSME060,LN-MSME060-001,20,1
MSME060,LN-MSME060-001,21,1
MSME060,LN-MSME060-001,22,1
MSME060,LN-MSME060-001,23,0
MSME061,LN-MSME061-001,0,0
MSME061,LN-MSME061-001,1,0
MSME061,LN-MSME061-001,2,0
MSME061,LN-MSME061-001,3,0
MSME061,LN-MSME061-001,4,0
MSME061,LN-MSME061-001,5,0
MSME061,LN-MSME061-001,6,0
MSME061,LN-MSME061-001,7,0
MSME061,LN-MSME061-001,8,0
MSME061,LN-MSME061-001,9,0
MSME061,LN-MSME061-001,10,0
MSME061,LN-MSME061-001,11,0
MSME061,LN-MSME061-001,12,0
MSME061,LN-MSME061-001,13,0
MSME061,LN-MSME061-001,14,0
MSME061,LN-MSME061-001,15,0
MSME061,LN-MSME061-001,16,0
MSME061,LN-MSME061-001,17,0
MSME061,LN-MSME061-001,18,0
MSME061,LN-MSME061-001,19,0
MSME061,LN-MSME061-001,20,0
MSME061,LN-MSME061-001,21,0
MSME061,LN-MSME061-001,22,0
MSME061,LN-MSME061-001,23,0
MSME062,LN-MSME062-001,0,0
MSME062,LN-MSME062-001,1,0
MSME062,LN-MSME062-001,2,1
MSME062,LN-MSME062-001,3,1
MSME062,LN-MSME062-001,4,1
